proposition,auteur,age,votes,adhesion,engagement,score
"Il faut commuer les petites peines en travaux d'intérêt général, proche du secteur d'habitation du prévenu pour dépolluer son quartier",Claire,44,87,0.78710843373494,0.3378378378378379,1.1249462715727778
Il faut arrêter de raser l’Amazonie afin de planter du blé pour engraisser les bovins en céréales du monde entier. ,Corinne,,49,0.854615384615385,0.2702702702702699,1.124885654885655
Il faut une loi international donnant la priorité à la protection de l'environnement et de la santé.,Nadir ,42,109,0.81787037037037,0.30693069306930687,1.1248010634396768
Il faut développer dans le plus d'endroits possibles des villages/villes en autonomie alimentaire,Philippine,,33,0.817096774193548,0.30769230769230804,1.1247890818858561
"Il faut donner une place plus importante à la biodiversité en augmentant les trames vertes, bleues et noires. ",Maryse ,,41,0.817096774193548,0.30769230769230754,1.1247890818858555
"Il faut augmenter le nombre de véhicules publics utilitaires (trains, bus, tramways, ...) et le nombre de pistes cyclables",Claudia,,52,0.8066,0.31818181818181807,1.124781818181818
Il faut des mesures gouvernementales fortes orientant vers 100% d'agriculture biologique et biodynamique en France.,J,,81,0.767575757575758,0.3571428571428566,1.1247186147186146
Il faut produire nos médicaments chez nous en europe,Alien,,157,0.781363636363636,0.34328358208955234,1.1246472184531884
"Il faut construire une Europe forte, unie, capable de discuter d'égal à égal avec Chine et USA, face aux transformations à venir",Augustin,,58,0.733272727272727,0.3913043478260866,1.1245770750988136
"Il faut, à l'image de Yuka, noter les produits sur les respects sociaux et écologiques ",Adélaïde,,214,0.80448275862069,0.32000000000000006,1.12448275862069
Il faut interdire la réversion de dividendes aux actionnaires pour les entreprises qui touchent les aides de l’Etat ,Lea,31,183,0.73927374301676,0.385135135135135,1.124408878151895
Il faut que les rapports environnementaux et sociaux des entreprises soient liés à des standards scientifiques et à leurs états financiers,WWF France,,270,0.731388888888889,0.39285714285714357,1.1242460317460325
Il faut que les gens puissent travailler dans leur environnement localisé,isabelle,55,129,0.66078947368421,0.463414634146342,1.124204107830552
Il faut revaloriser le contact de proximité dans son quartier et l'entraide citoyenne. ,Carine,,103,0.831505376344086,0.292682926829268,1.124188303173354
"Il faut changer le paradigme de nos sociétés, arrêter ce système de profit qui enrichit les uns pour mieux appauvrir les autres",Germaine,50,69,0.833275862068966,0.290909090909091,1.124184952978057
Il faut investir dans une éducation d’éveil de l’esprit plutôt que dans le bourrage de crâne. Entreprendre de la construire dès maintenant.,Luc,,84,0.615647058823529,0.5084745762711865,1.1241216350947156
"Il faut dénoncer & boycotter les plus grands producteurs de plastique (Coca Cola, Nestlé etc... ) ",Noémie,21,62,0.79078431372549,0.333333333333334,1.1241176470588239
Il faut développer la culture de la bicyclette dans une societe ou le premier  reflexe est encore d'aller acheter sa baguette avec son SUV.,Didier,69,92,0.750963855421687,0.373134328358209,1.124098183779896
Il faut arrêter l'utilisation de plastique et nettoyer les océans comme le fait 'The Ocean Cleanup'.,Reecko23,,48,0.874,0.24999999999999997,1.1239999999999999
Il faut taxer les transactions financières au niveau européen pour créer un fond dédié à la transition écologique. ,Topper,,275,0.731468253968254,0.3925233644859809,1.123991618454235
"Il faut pas d’écart de salaire supérieur à 20 fois dans tous les secteurs d'activités (entreprises, associations, fonction publique etc...)",sylvie,52,137,0.740714285714286,0.3831775700934578,1.1238918558077438
"Il faut inciter davantage, voire obliger au réemploi certains matériaux et matériels lors d'opérations de restructuration de locaux.",Philippe,,68,0.808030303030303,0.31578947368421,1.123819776714513
"Il faut arrêter de manger des fraises toute l'année, elles ont une saison!",Doris,,78,0.8444,0.27941176470588297,1.123811764705883
"Il faut humaniser le travail, pour un enrichissement de l'homme et non son exploitation ",Véronique,,84,0.8444,0.27941176470588297,1.123811764705883
Il faut créer des cours sur le savoir être et l'éducation écologique à l'école,ALEXANDRE,,64,0.816034482758621,0.30769230769230815,1.1237267904509292
Il faut changer notre modèle d'agriculture. En ces temps de confinement la preuve est faite que cette agriculture pollue,François ,64,102,0.737,0.386666666666667,1.123666666666667
Il faut que les investisseurs agissent pour que les entreprises qu'ils financent changent leurs pratiques sociales et environnementales,stephanie,,26,0.805416666666667,0.31818181818181807,1.123598484848485
Il faut responsabiliser chaque individu par rapport à son choix de consommation.,Grazy,,103,0.84358024691358,0.279999999999999,1.123580246913579
Il faut corréler la constructabilité d'un terrain à une altitude minimum du terrain en zone littorale et fluviale,Thierry,44,41,0.623548387096774,0.5,1.123548387096774
Il faut supprimer les subventions agricoles des grands groupes pollueurs au profit des exploitants bio et de proximité,Christophe,,39,0.88025641025641,0.24324324324324298,1.1234996534996529
"Il faut favoriser les points de vente directs à la ferme, sans intermédiaire, et avec des points relais sur les grandes agglomérations",Kar,,42,0.88025641025641,0.24324324324324292,1.1234996534996529
Il faut conserver et financer les services publics.,Noémie,34,384,0.781145038167939,0.3423423423423419,1.123487380510281
"Il faut que les sujets environnementaux, équité et respect , égalité des femmes soient dans le programme dès l'école primaire. ",Christine ,,97,0.867386363636364,0.2560975609756099,1.1234839246119739
"Il faut inclure dans le programme scolaire les actes éco-responsable (le tri-sélectif, le respect de la nature, la protection animale, etc).",Guillaume,32,36,0.873448275862069,0.25,1.123448275862069
"Il faut commencer par agir différemment, se remettre en question personnellement. Devenir acteur et ne plus être juste spectateur. ",Thomas,,89,0.855,0.26829268292682895,1.123292682926829
"Il faut repenser nos modèles économiques, le capitalisme amène destruction et inégalité, il faut redistribuer dans les secteur responsable",Marie-Line,34,183,0.77030487804878,0.3529411764705885,1.1232460545193685
Il faut repenser un système éducatif adapté et accessible à chacun.,APF France handicap,,309,0.841190476190476,0.28205128205128205,1.123241758241758
"Il faut valoriser le service de proximité, au sens géographique certes, mais aussi au sens de l'aide apportée, dont celle aux plus fragiles",Yves,,66,0.723207547169811,0.4,1.123207547169811
Il faut accepter de payer le juste prix pour que chacun puisse vivre de son travail,BOURLET,,73,0.86453125,0.25862068965517293,1.1231519396551728
"Il faut changer notre rapport au vivant. Fin de la captivité (cirques, delphinariums), chasse à courre, déterra. Plus de chasse le dimanche.",Dany,,43,0.900810810810811,0.22222222222222182,1.123033033033033
"Il faut, quel que soit le métier, que l'être humain puisse financer sa vie et vivre dignement.",daniel,55,25,0.872857142857143,0.25,1.122857142857143
Il faut interdire les OGM et pesticides.,fabrice,61,45,0.872857142857143,0.25,1.122857142857143
"Il faut réorganiser la vie politique à l'échelle locale autour de la gestion des communs (eau, alimentation, énergie, déchets/ressources)",Emiliano,37,697,0.685327102803738,0.4375,1.122827102803738
"Il faut en finir avec l'élevage intensif, et privilégier un élevage respectueux du bien-être animal",laurence,50,3093,0.8228125,0.29999999999999954,1.1228124999999995
"Il faut repenser notre modèle économique supranational, national et local",pierre,,72,0.80203125,0.32075471698113295,1.1227859669811329
Il faut taxer les très hauts revenus et patrimoines (les 0.01%).,Florian,,41,0.83325,0.289473684210526,1.1227236842105262
Il faut en finir avec le capitalisme libéral et adopter un modèle de développement plus social et plus soucieux de l'environnement,Erwan,43,40,0.83325,0.2894736842105256,1.1227236842105257
Il faut soutenir les territoires et communes rurales en leur (re)donnant plus de poids décisionnel dans les politiques intercommunales,Candice,,213,0.770157894736842,0.3525641025641023,1.1227219973009444
"Il faut taxer ce qui est néfaste pour la planète (énergie, matière,...) et non ce qui est valorisant (travail, revenus, valeur ajoutée,...)",William,,88,0.689883720930233,0.43283582089552197,1.122719541825755
Il faut interdire les paradis fiscaux au sein de l'Europe.,Damien,44,178,0.773125,0.3495934959349589,1.1227184959349588
Il faut alourdir très fortement les sanctions contre la maltraitance envers les animaux (sauvages + domestiques + abattoirs),Valentin,,44,0.798372093023256,0.324324324324324,1.12269641734758
"Il faut une tolérance zéro pour les politiciens qui doivent être encore plus exemplaires que les citoyens, sinon ils dégagent directement. ",Clara,,54,0.760943396226415,0.36170212765957455,1.1226455238859896
"Il faut généraliser l'utilisation de contenants clients en super/hypermarchés, pour réduire le recours au plastique",emmanuel,38,19,0.912105263157895,0.210526315789474,1.1226315789473689
"Il faut arrêter de gaspiller, moins industrialiser et produire, être plus respectueux de nos animaux et végétaux, et de nous-mêmes bien sûr",laurence,54,56,0.912105263157895,0.210526315789474,1.1226315789473689
Il faut soutenir les producteurs locaux dans la création de réseaux de distribution de proximité autogérés,Estelle,,19,0.964736842105263,0.15789473684210562,1.1226315789473686
"Il faut sortir de l'agriculture industrielle en 5 ans, substituée par l'agriculture régénératrice. Experts et plans de conversions existent.",Caroline,,20,0.859473684210526,0.263157894736842,1.122631578947368
Il faut sensibiliser chacun au problème de l’écologie et faire comprendre à tous que des mesures coercitives urgentes doivent être prises...,Philippe,,65,0.742631578947368,0.37999999999999995,1.122631578947368
"Il faut apprendre à partager et à prendre soin : jardins collectifs, compost, salles équipées pour les loisirs ",Blanche,,228,0.771225490196078,0.3511904761904766,1.1224159663865545
Il faut inverser la politique scolaire et hospitalière : réouvrir toutes les écoles et petits hôpitaux fermés depuis 30 ans.,charles,39,125,0.693739837398374,0.4285714285714287,1.1223112659698027
"Il faut remettre l'éducation des enfants au centre de tout : lire, écrire et comprendre permet de réfléchir par soi-même",STEPHANE,50,80,0.788833333333333,0.33333333333333304,1.122166666666666
"Il faut valoriser les compétences des seniors, faire de la transmission de savoirs. Ils ne sont ni inutiles ni un poids pour les entreprises",Morgane,38,54,0.833269230769231,0.28888888888888903,1.12215811965812
Il faut transformer en profondeur notre administration pour remettre du sens dans la gestion des services publics,Arthur,,113,0.8233,0.29885057471264403,1.1221505747126441
"Il faut créer des mini fermes locales qui emploient chômeurs, bénéficiaires de minima sociaux, handicapés, étudiants ",Celina,,45,0.722142857142857,0.39999999999999947,1.1221428571428564
"Il faut éduquer nos enfants sur la nutrition santé, saine et locale",Pierre-Yves ,36,50,0.905897435897436,0.21621621621621603,1.122113652113652
"Il faut arrêter de créer des produits à une durée déterminée, penser à produire des produits recyclables.",montassr,,53,0.90469387755102,0.21739130434782702,1.122085181898847
"Il faut que nos enfants apprennent les gestes de premiers secours, ainsi que la permaculture potagère au cours de leurs parcours scolaires!",Ludovic,52,203,0.779461538461538,0.342592592592593,1.122054131054131
Il faut réellement appliquer des amendes pour ceux qui jettent leurs déchets par terre,Ambre,29,28,0.883913043478261,0.238095238095238,1.122008281573499
"Il faut revoir notre façon de nous déplacer afin d'avoir les moyens de co-voiturer, d'utiliser les transports en commun ou déplacements doux",malaurie,,240,0.779305555555556,0.342696629213483,1.122002184769039
"Il faut taxer et limiter les transports aériens qui polluent, détruisent la santé, le climat et concernent des usages non essentiels",Thomas ,48,144,0.712442748091603,0.4095238095238098,1.1219665576154128
Il faut favoriser les flux financiers sur l'économie réelle et solidaire,Diane,,160,0.765508474576271,0.3564356435643557,1.1219441181406267
Il faut supprimer les produits spéculatifs bancaires et concentrer l'investissement au financement du bien commun.,Serge,,100,0.689101123595506,0.4328358208955222,1.1219369444910283
Il faut repenser la mobilité pour réduire drastiquement l'utilisation du véhicule particulier,Marta,,190,0.786013513513513,0.335877862595419,1.121891376108932
Il faut obliger les marques à indiquer sur chaque produit le poids de celui-ci sur l'environnement,Clémence,,51,0.737272727272727,0.384615384615385,1.1218881118881119
Il faut développer massivement le fret ferroviaire et le ferroutage.,Jean-Baptiste,28,93,0.718571428571429,0.40322580645161343,1.1217972350230423
"Il faut mettre en place un droit au référendum par voie électronique, sur des questions que les citoyens estiment importantes, sur pétition.",ProGaïa,,89,0.761785714285714,0.36000000000000004,1.121785714285714
"Il faut revaloriser le Français,la philosophie à l'école, apprendre correctement à parler, écrire, penser, développer l'attention à l'autre",dominique,62,25,0.6932,0.42857142857142894,1.1217714285714289
Il faut utiliser les fonds de la sécurité sociale pour mieux rémunérer les soignants et non pas enrichir les lobbys pharmaceutiques.,Alice,43,49,0.780227272727273,0.341463414634146,1.121690687361419
Il faut investir dans les transports en commun et les énergies renouvelables. Cela pourrait constituer un plan Marshall du 21ème siècle.,Antoine,,52,0.83,0.29166666666666696,1.121666666666667
Il faut que l'assemblée nationale et le sénat soient réellement représentatifs de la population française ! Des gens qui vivent la vraie vie,Lea,,142,0.696666666666667,0.425,1.121666666666667
Il faut développer le partage des compétences gratuites pour un monde plus solidaire ,marjorie,,124,0.701120689655172,0.42045454545454575,1.121575235109718
"Il faut donner à chaque individu dans le monde, l’accès à l’eau, la nourriture, les soins médicaux, l’éducation, un toit. ",ALAIN,37,64,0.88015625,0.241379310344828,1.121535560344828
"Il faut de nouvelles mesures de «performances » orientées long terme, humain et planète ",Mag,,143,0.748191489361702,0.3733333333333337,1.1215248226950356
"Il faut revaloriser les métiers manuels et sociaux qui sont méprisés alors qu'essentiels à la nation (ouvriers, caissiers, infirmières...)",Clara,,55,0.810392156862745,0.31111111111111095,1.121503267973856
Il faut ré-ouvrir les lignes régionales de la SNCF.  ,Philippe,48,96,0.6909375,0.4305555555555553,1.1214930555555553
Il faut que les anciens supermarchés soient réutilisés et que les nouvelles constructions de zones commerciales soient interdites.,Géraldine,,211,0.690454545454545,0.43103448275862055,1.1214890282131655
Il faut limiter les transports de véhicules personnels dans les villes,Davy Jones,24,148,0.758829787234042,0.3625,1.121329787234042
Il faut favoriser le télétravail afin de réduire le trafic auto,E,,127,0.701869918699187,0.4193548387096769,1.1212247574088638
Il faut revoir l'urbanisation verticale en réaménageant des centres villes à taille humaine,Jack,,137,0.666641791044776,0.45454545454545425,1.1211872455902303
Il faut promouvoir la rénovation énergétique du parc immobilier existant. ,Camille,30,171,0.787851239669421,0.333333333333334,1.121184573002755
Il faut contrôler les aides de la PAC qui arrivent à des exploitations qui font n'importe quoi,dominique,,106,0.682815533980582,0.4383561643835609,1.1211716983641429
Il faut taxer de manière significative le transport aérien,Céline,49,128,0.73064,0.3904761904761913,1.1211161904761913
Il faut que l'écologie devienne une matière d'enseignement à partir du collège,Safia,,48,0.769761904761905,0.351351351351351,1.121113256113256
"Il faut un pays qui soit conscient du lien entre l'Homme, la faune, la flore et la nature.",Damien,50,12,0.939090909090909,0.1818181818181821,1.120909090909091
Il faut réduire la consommation de viande pour diminuer l'empreinte carbone : aider les consommateurs et l'agriculture à la transition,Virginie,44,115,0.779902912621359,0.3409090909090901,1.1208120035304492
"Il faut encourager le développement des toits fleuris, comme isolant, protection, etc. ",Hélène,,137,0.707448979591837,0.4133333333333327,1.1207823129251697
Il faut favoriser l'accessibilité aux transports les moins polluants,Julie,,38,0.913870967741935,0.20689655172413773,1.1207675194660727
Il faut favoriser les circuits courts alimentaires.,Javotte ,60,80,0.8540625,0.26666666666666705,1.120729166666667
Il faut redonner du poids à la Démocratie en comptabilisant les votes blancs et en rendant inéligibles les personnes avec casier judiciaire,Stéphan,48,92,0.753586956521739,0.3670886075949374,1.1206755641166763
"Il faut continuer à créer des panneaux solaires et photovoltaïques, et d'autres énergies renouvelables sans effet néfaste pour la nature.",Sophie,,54,0.745526315789474,0.375,1.120526315789474
Il faut intégrer l'éducation à la communication non-violente dans les programmes scolaires pour faciliter l'organisation de nos sociétés.,Gautier,,90,0.801645569620253,0.3188405797101447,1.1204861493303977
Il faut reconnaître à leur juste valeur avec des moyens les métiers féminisés et précarisés essentiels à la société,Jean-Christophe,,100,0.745483870967742,0.37500000000000033,1.1204838709677425
Il faut privilégier la production française.,Donatienne,25,20,0.92047619047619,0.2,1.12047619047619
Il faut proposer des solutions faciles à installer et rentabilisées en moins de 3 ans pour réduire notre dépendance énergétique (eau...),Estelle,42,39,0.870277777777778,0.25,1.120277777777778
"Il faut organiser la résilience alimentaire des territoires, en s'appuyant sur l'agriculture locale ou en la créant.",Sandrine,,39,0.786944444444444,0.3333333333333333,1.1202777777777773
Il faut que ce que l'on jette au recyclage soit réellement recyclé en respectant l'environnement ,Isabelle,17,35,0.925833333333333,0.1944444444444444,1.1202777777777773
Il faut changer le rapport au temps avec la nature! Redevenir des habitants ruraux avec télétravail relancera commerces et artisans locaux,thierry,50,207,0.697175572519084,0.4230769230769229,1.120252495596007
"Il faut indexer les cotisations patronales sur l'impact RSE des entreprises. Ainsi, les entreprises vertueuses seraient valorisées",AURELIA,,117,0.678648648648649,0.4415584415584421,1.120207090207091
"Il faut changer notre façon de s’alimenter, de se vêtir, de consommer, de voyager, de travailler. Il faut évoluer, apprendre de nos erreurs.",Jeanne,,40,0.88325,0.23684210526315796,1.1200921052631578
"Il faut généraliser à toutes les écoles, collèges, lycées l'éducation au développement durable (labellisation E3D) ",Pascal,,73,0.88325,0.23684210526315796,1.1200921052631578
Il faut donner des objectifs ambitieux et contraignants de réduction de la pollution des véhicules neufs aux constructeurs aidés,maxence,29,87,0.771176470588235,0.348837209302326,1.1200136798905609
Il faut comprendre que la décroissance raisonnable et raisonnée est essentielle à notre survie et à celle de la nature,Claude,48,75,0.771176470588235,0.3488372093023253,1.1200136798905604
Il faut être en mesure de distribuer un revenu universel à tous pour valoriser/soutenir ceux qui travaillent bénévolement pour la société.,Viet Hung,,148,0.632397260273973,0.4876033057851246,1.1200005660590977
"Il faut taxer le kérosène (aviation) et le fioul lourd (super tanker), au même niveau que les autres carburants",Benjamin,,167,0.8222,0.2977099236641222,1.1199099236641223
"Il faut que l'essentiel ne relève plus du pouvoir financier mondialisé: la Santé, l'Education, la Culture, l'Alimentation, l'Energie propre.",JOELLE,,150,0.796780821917808,0.3230769230769228,1.119857744994731
Il faut adhérer aux coopérative de consommation et soutenir en particulier ceux qui s'approvisionnent des petits exploitants agricoles,tunisie,,30,0.847083333333333,0.272727272727272,1.119810606060605
"Il faut interdire la publicité à destination des enfants (télévision, internet, packaging aliments...) pour les protéger ",Olivia,23,162,0.763260869565217,0.3565217391304347,1.1197826086956517
"Il faut supprimer tous les paradis fiscaux : fortement taxer toute structure ayant des avoirs, dépôts comptes dans ces territoires.",Claude,66,67,0.78640625,0.33333333333333304,1.119739583333333
Il faut arrêter d'urbaniser à outrance,chaffaud,51,57,0.806,0.313725490196079,1.1197254901960791
"Il faut faire pression pour séparer les banques d'affaires et les banques de dépôt, afin de limiter la casse en cas de krach boursier.",annie,,81,0.629125,0.49056603773584834,1.1196910377358484
"Il faut arrêter d'enterrer des déchets toxique et chimiques, comme si ça allait disparaître",Sarah,37,88,0.762413793103448,0.35714285714285754,1.1195566502463055
Il faut éduquer aux conséquences de la production de certains produits pour réorienter nos consommations !,stephane,,71,0.84536231884058,0.274193548387097,1.1195558672276769
"Il faut désenclaver tous les endroits de France avec les transports en commun, pas seulement ouvrir une ligne tous les 10 ans",Alexis,,128,0.763057851239669,0.3564356435643567,1.1194934948040256
"Il faut sensibiliser dès le plus jeune âge les enfants aux problèmes environnementaux/cause animale, pour devenir des adultes mieux informés",Laetitia,23,43,0.846756756756757,0.272727272727273,1.11948402948403
Il faut relocaliser nos industries et l'ensemble des approvisionnements de notre agriculture,Anne,59,40,0.846756756756757,0.272727272727273,1.11948402948403
"Il faut faire le deuil d'une société de consommation sans limite, où tout est possible ou dû. ",StanFredo,,51,0.837317073170732,0.28205128205128216,1.1193683552220142
"Il faut replacer le vivant, le respect de la terre, des êtres humains et des animaux en priorité",Brigitte,,18,0.806842105263158,0.3125,1.119342105263158
Il faut établir des états généraux de la santé et établir un plan national de rénovation des hôpitaux publics,Nicolas,38,24,0.806842105263158,0.3125,1.119342105263158
"Il faut sortir de la toute finance et de la mondialisation, qui a clairement montré ses limites, lors de la crise sanitaire actuelle ",Clara,,196,0.745214285714286,0.3739837398373979,1.119198025551684
Il faut instaurer un protocole pandémie au niveau mondial (via ONU et OMS) pour agir vite après l'apparition d'un virus reconnu dangereux,wilfrid,,98,0.737553191489362,0.3815789473684206,1.1191321388577826
Il faut systématiser la formation au secourisme à l’école afin de sensibiliser les générations futures au bien d’autrui.,Marc,65,33,0.8228125,0.296296296296296,1.119108796296296
"Il faut respecter les saisons, vivre au rythme de la nature et s’en inspirer pour créer de nouvelles façons de vivre",Marie,54,57,0.8228125,0.296296296296296,1.119108796296296
Il faut éviter le pantouflage de nos élites entre secteur privé et public en toute impunité ,Boris ,,100,0.66319587628866,0.4558823529411765,1.1190782292298365
Il faut développer et imposer les autoroutes ferroviaires pour tous les transports routiers internationaux et nationaux grandes distances,Laurence,,30,0.877666666666667,0.24137931034482774,1.1190459770114947
Il faut systématiser les clauses sociales et environnementales dans les marchés publics,André,47,196,0.761857142857143,0.35714285714285665,1.1189999999999998
"Il faut mieux tenir compte du statut ""d'êtres sensibles"" des animaux.",albine,,22,0.73,0.3888888888888894,1.1188888888888893
Il faut consacrer autant de temps et d'énergie pour expliquer les enjeux climatiques et de biodiversité qu'on l'a fait pour le COVID. ,Therese,68,15,0.833125,0.285714285714286,1.118839285714286
Il faut faire comprendre aux enfants les plus jeunes le rôle central de la nature dans notre futur système de vie,Frederique,46,124,0.915090909090909,0.20370370370370397,1.118794612794613
Il faut moduler les taxes sur les produits en fonction de leur impact social et environnemental ,Fabienne,65,86,0.828382352941176,0.29032258064516137,1.1187049335863373
Il faut éviter la surexploitation de la nature tout simplement,jean,,26,0.827037037037037,0.29166666666666696,1.118703703703704
"Il faut punir sévèrement et à l'échelle mondiale tout trafic, protéger la faune, la flore et les océans en s'attaquant  à la source!",Fanny,,45,0.827037037037037,0.29166666666666696,1.118703703703704
Il faut permettre à tout le monde de comprendre pourquoi se battre pour un monde plus responsable est meilleur pour la nature.,Oriane,,38,0.811,0.30769230769230704,1.118692307692307
Il faut en finir avec l'élevage industriel et l'abattage sans étourdissement ,christine,60,109,0.712090909090909,0.406593406593407,1.118684315684316
"Il faut lutter contre le braconnage à hauteur mondiale. Et donc protéger la nature, la biodiversité de la faune et la flore.",Vanessa ,,34,0.8853125,0.23333333333333403,1.118645833333334
Il faut revaloriser les salaires du personnel soignant et des professeurs,Candice,,122,0.765643564356436,0.35294117647058904,1.118584740827025
"Il faut primer en entreprise les personnes proposant des solutions innovantes (écologie, isolation, mode de travail, technologie)",Edouard,,62,0.723207547169811,0.39534883720930275,1.1185563843791138
Il faut augmenter la distance minimale de sécurité entre les zones d'épandage de pesticides et les lieux de vie et de passage,Gaëlle,36,58,0.806,0.3124999999999997,1.1184999999999998
"Il faut stopper l'intoxication vestimentaire : tant par la chimie qui y est mise et qui relargue, que tant par la quantité produite en excès",M.P.,,54,0.785111111111111,0.33333333333333204,1.118444444444443
Il faut promouvoir la production d'énergie renouvelable par les citoyens pour leur auto-consommation.,Floriance,,131,0.754793388429752,0.3636363636363641,1.118429752066116
Il faut limiter la circulation des voitures dans les grandes villes et augmenter la fréquence de circulation des transports en commun,Elodie,25,82,0.804125,0.314285714285714,1.118410714285714
Il faut introduire une taxe carbone en fonction du nombre de kilomètres parcourus pour les produits importés,Arnaud,,55,0.814038461538461,0.30434782608695665,1.1183862876254178
Il faut interdire la création de nouvelles zones commerciales en ville et en périphérie : il y en a déjà trop,Anne,55,51,0.731960784313725,0.386363636363636,1.118324420677361
Il faut calculer l'empreinte carbone de toutes les entreprises et taxer les plus émettrices (stop les droits à polluer sur les marchés!),Ambre,29,75,0.779295774647887,0.3389830508474582,1.1182788254953453
"Il faut réeduquer les gens à manger - de viande (3/semaine max) & consommer une viande issue de petite production locale,respectant l'animal",Sabrina,36,46,0.784838709677419,0.3333333333333329,1.1181720430107518
"Il faut des sanctions lourdes et exemplaires contre la pollution des entreprises et des particuliers, en milieu urbain et dans la nature",Thierry,44,139,0.774411764705882,0.34375,1.118161764705882
Il faut calculer et afficher le taux carbone sur chaque produit vendu en grande surface,Vincent,45,164,0.752661290322581,0.3653846153846158,1.1180459057071968
Il faut renouveler les représentations et imaginaires et mettre la solidarité et le respect du vivant au-dessus de l'ambition individuelle.,Sarah,46,61,0.775116279069767,0.342857142857142,1.117973421926909
"Il faut rééquilibrer les taxes sur les énergies, sur le modèle des primes à la casse : moins sur les vertes et plus sur les plus polluants",Emmanuel,42,46,0.738648648648649,0.37931034482758574,1.1179589934762348
Il faut une justice fiscale,sylvie,52,58,0.874,0.2439024390243899,1.11790243902439
"Il faut abondonner notre civilisation organisée autour de l'argent et aller vers une civilisation centrée sur l'être humain, et le vivant. ",Luc,59,89,0.748023255813953,0.3698630136986301,1.117886269512583
Il faut promouvoir à l'école les métiers manuels VS intellectuels. Il est plus responsabilisant de maîtriser son environnement que le subir.,Charlene,30,38,0.814722222222222,0.3030303030303031,1.117752525252525
Il faut répartir les aides agricoles non par quantité produite mais par exploitation,Gabriel,,276,0.704136546184739,0.4136125654450253,1.1177491116297642
Il faut décentraliser Paris pour redonner de la dynamique à tout le territoire français afin de valoriser nos richesses,Sophie,,15,0.717692307692308,0.4,1.117692307692308
"Il faut inciter à la construction de bassins d'eau sur les exploitations agricoles,à remplir en période de fortes pluies en zones inondables",Thierry,,46,0.698333333333333,0.41935483870967694,1.1176881720430099
"Il faut changer de modèle agricole, stopper l'agro-industrie et l'agro-chimie qui ruinent notre santé et notre planète.",Philippe,,66,0.840746268656716,0.27692307692307727,1.1176693455797932
Il faut que tous les citoyens puissent être formés gratuitement à cultiver leur nourriture avec les techniques les plus écologiques connues.,Iris,,38,0.703611111111111,0.41379310344827597,1.117404214559387
Il faut interdire les dividendes d'actionnaires pendant la crise et réfléchir à une profonde réforme du système boursier dès la crise passée,Boris,,93,0.742386363636364,0.375,1.117386363636364
Il faut désimpérméabiliser nos sols pour favoriser l'infiltration de l'eau et favoriser la phytoépuration,Léa,26,158,0.700612244897959,0.4166666666666664,1.1172789115646253
Il faut revoir la présence et le pouvoir des APN (association de protection de la nature) dans les lieux de décisions des collectivités.  ,Philippe,,270,0.674227272727273,0.4430379746835443,1.1172652474108173
Il faut démocratiser le télétravail pour les professions qui y sont adaptées afin de réduire les déplacements inutiles. ,Marie,,65,0.783888888888889,0.3333333333333331,1.1172222222222221
Il faut interdire le broyage des poussins,Camille,,60,0.853050847457627,0.2641509433962266,1.1172017908538536
Il faut interdire les piles non rechargeables ou imposer leur recyclage systématique à 100%.,Teddy,,115,0.829673913043478,0.28750000000000003,1.1171739130434781
"Il faut développer, favoriser, faciliter le recyclage de tous les déchets qui seront de la matière première. Une concertation nationale. ",Morgane,,40,0.88025641025641,0.23684210526315802,1.117098515519568
Il faut revoir l'échelle des salaires en prenant en compte l'utilité sociale des métiers,Alice,40,116,0.755321100917431,0.36170212765957455,1.1170232285770054
Il faut créer un service d'urgence environnemental pour lutter contre les atteintes sanitaires environnementales et dépolluer en urgence,david,,105,0.777727272727273,0.3392857142857137,1.1170129870129868
Il faut défiscaliser à 100% les dons pour les projets protecteurs de l'environnement avec un contrôle strict et efficace de l'administrati. ,Edouard,,16,0.809285714285714,0.30769230769230815,1.116978021978022
Il faut développer l'autonomie énergétique de chaque logement,Pierre,39,44,0.88609756097561,0.23076923076922998,1.11686679174484
Il faut sortir de l'obsolescence programmée,Jacques,70,37,0.944333333333333,0.172413793103448,1.116747126436781
"Il faut sensibiliser et éduquer les enfants dans les écoles au bien-être animal, à la protection de la nature et au respect du vivant.",Patricia,,29,0.878636363636364,0.2380952380952376,1.1167316017316016
Il faut interdire les emballages non recyclables pour l'alimentation dès 2022.,elodie,36,24,0.878636363636364,0.23809523809523758,1.1167316017316016
"Il faut transformer notre économie mondialisée en (éco-)systèmes développés à une échelle raisonnable : humaine, bas carbone et maitrisée.",Sandra,34,68,0.866615384615385,0.24999999999999997,1.116615384615385
"Il faut valoriser la filière du lin français, en développant la production complète en France: fibre écologique, avec peu de besoin en eau.",ProGaïa,,28,0.752962962962963,0.363636363636364,1.116599326599327
Il faut renverser la tendance ultra-capitalistique au profit des métiers créateurs de valeur ajoutée et rémunérer ces emplois!,Maxence,29,202,0.77719387755102,0.33939393939394014,1.1165878169449601
"Il faut redresser fiscalement les entreprises qui opèrent du transfert de marge vers des sièges situés en Suisse, au Luxembourg et en Eire",Olivier,,89,0.830869565217391,0.28571428571428537,1.1165838509316763
Il faut officialiser et permettre le troc entre particuliers,Laure,,91,0.68325,0.4333333333333331,1.1165833333333333
